,text,authors,sub_cluster
7,"Biological diversity of peatlands in Canada | Knowledge about the biodiversity of Canada's vast peatlands is poor largely because peatlands have not been routinely differentiated from other types of habitats. Plants are better known than the animals. Systematic surveys of peatland plants began in the late 1800s, but did not begin in earnest until the 1950s. With the exception of a few marshes, peatlands are classified into bogs (18 forms), fens (17 forms), and swamps (21 forms). Bogs are the most widespread compared to fens and swamps. Peatlands occur throughout most of Canada but are most common in the Boreal, Subarctic, and Arctic Wetland Regions. Species richness for plants clearly separates bogs and fens. Average number of total species is greater in fens than in bogs. Species richness of herbs, fern and fern allies, and bryophytes is greater in fens than in bogs, and it is greater in bogs for trees and lichens. Bryophytes contribute the most to species richness in bogs, while herbs are most important in fens. Bogs on the Atlantic coast appear to have greater species numbers of lichens and shrubs than bogs on the Pacific coast. Herbs likely contribute more to total species numbers in fens in eastern Canada than in western Canada. There are species of mammals, birds, herptiles, biting flies, beetles, dragon-flies, water mites, rotifers, and protozoans that are restricted to peatlands or are found in both peatlands and other habitats. | ['asada', 'warner'] | ","['asada', 'warner']",1
8,"The biology of Canadian weeds. 94. Sonchus arvensis L | A description is given of perennial sow-thistle (Sonchus arvensis) which was introduced into America from Europe and Asia and is distributed widely throughout the Canadian provinces. The economic importance, distribution, habitat, history, growth and development, reproduction (including hybridization) population dynamics and control of the weed are given with special reference to the 2 common varieties (var. arvensis and glabrescens). | ['lemna', 'messersmith'] | ","['lemna', 'messersmith']",1
9,"Birch pollen measurements and the history of birch at Bruvatnet, Norwegian Lapland | Birch pollen measurements were carried out on a Holocene sediment sequence from lake Bruvatnet, in the birch-forest region of Norwegian Lapland. Betula pollen diameters were measured systematically from samples that were taken at 5 cm intervals. The resulting size-frequency distributions were analysed statistically to infer their species composition and to reconstruct the local history of birch. Birch catkin scales and fruits were used as an independent supplementary evidence. According to the vegetation reconstruction based on these results shows that Betula tortuosa has grown in the area throughout the Holocene. In the beginning of the Holocene B. pubescens was also present and its occurrence reached a peak in the birch-pine woodland phase prior to the onset of pine decline. While pine receeded southwards, 5000-3000 BP, B. pubescens also gradually ceased to grow around the lake and the vegetation became more open. | ['makela'] | ",['makela'],1
10,"Bison extirpation may have caused aspen expansion in western Canada | The aspen Populus tremuloides parkland that forms the northern margin of the North American grassland or prairie has been variously attributed either individually or in different combinations to the ecological effects of prairie fire, fire suppression, frequent drought, and grazing. Plains bison Bison bison bison, formerly abundant on the western North American plains, inhibited growth of aspen by browsing, wallowing, trampling and toppling. Historical references show that aspen populations have expanded over the past century, and fossil pollen evidence suggests that the expansion occurred mainly after the near extinction of bison but before European homesteading and subsequent fire suppression in the late 1800s. We suggest that a prehistoric cycle of grassland, fire, aspen suckering, bison activity, and return to grassland was interrupted by the removal of bison, allowing aspen expansion. | ['blyth', 'campbell', 'campbell', 'mcandrews'] | ","['blyth', 'campbell', 'campbell', 'mcandrews']",1
11,"Using bog archives to reconstruct paleopollution and vegetation change during the late Holocene |  | ['grattan', 'jenkins', 'mighall', 'timberlake'] | ","['grattan', 'jenkins', 'mighall', 'timberlake']",0
12,"Braun-Blanquet method of vegetation classification in Russia | Under consideration is the history and contemporary state of the vegetation classification based on the ecological-floristic criteria (the Braun-Blanquet approach) in Russia. Analyzed are preconditions of dissemination of this approach in the USSR in the 1960s, active development of ecological-floristic classification in the 1980s, and most recent developments in the classification theory. The Braun-Blanquet approach became the principal method of vegetation classification in Russian phytocenology. Due to this, Russian syntaxonomists became associated into international community of the vegetation researchers, which allows them to participate actively in the projects oil biodiversity conservation. The journal ""Vegetation of Russia"" much contributed to these developments. The authors respond to A.M. Ghilyarov's criticisms who considers the Braun-Blanquet approach as a ""rudiment of the Natural History"" useless for the contemporary ecology. | ['mirkin', 'naumova'] | ","['mirkin', 'naumova']",1
13,"The Broader Context of Northern Dendroclimatic Studies |  | ['darrigo', 'darrigo', 'davi', 'davi', 'jacoby', 'jacoby', 'wile', 'wile', 'wilson', 'wilson'] | ","['darrigo', 'darrigo', 'davi', 'davi', 'jacoby', 'jacoby', 'wile', 'wile', 'wilson', 'wilson']",4
14,Buried Holocene Soils of the Northern Part of Western Siberia Russian Sfsr Ussr and the Initial Stage of Soil Evolution | Stages of soil evolution during the last 11 thousand years at the northern part of Western Siberia are discussed. Descriptions of soils as well as of their chemical composition absolute dating results are presented. Comparison of initial stages of soil development in northern and southern parts of Western Siberia shows a complicated character of soil cover development and different absolute age of soils. [Study includes general plant remains.]. | ['evseev'] | ,['evseev'],0
15,"On centurial changes in the nature of the European part of the USSR over two millenia | Phyto-indicational research on the Russian Plain, Caspian region, mountains of the S Urals, Carpathians, Crimea, Caucasus and Transcaucasus were compared with historical archive material and publications. During the sub-Atlantic period changes in the natural conditions occurred at alpha 300-400 yr intervals. These changes were caused by climatic fluctuations and appear synchronous for the European part of the USSR. They are expressed most clearly in the dynamic restructuring of vegetation and the hydrological network. -translated by P.Cooke | ['turmanina'] | ",['turmanina'],1
16,"Characteristics of treeline plant communities in Alaska | The treeline in Alaska is usually mapped as the limit of white spruce Picea glauca (Moench) Voss along the south slope of the Brooks Range and in western Alaska and as the limit of Sitka spruce Picea sitchensis (Bong.) Carr. on Kodiak Island and in the Alaska Peninsula. In some localities black spruce Picea mariana (Mill.) B.S.P. and paper birch Betula papyrifera Marsh. form components of the treeline community with white spruce. Of special interest are the groves of balsam poplar Populus balsamifera L. occurring on the north slope of the Brooks Range and to the west and southwest of the spruce treeline. There is some question as to whether trees survived in unglaciated portions of Alaska during the last glacial period. Spruce trees became prevalent about 10000 yr ago and may still be expanding to their climatic limits. In some areas of Alaska the treeline was more expanded during the Hypsithermal period than it is at present, but in other regions evidence for such an expansion is lacking. Treeline in some areas seems to have been stable for the last several centuries, but is has been expanding rapidly for the last 40 yr in central and western Alaska and for a longer period on Kodiak Island. 1979 Ecography | ['viereck'] | ",['viereck'],3
17,"Climate change and Arctic ecosystems: 1. Vegetation changes north of 55 degrees N between the last glacial maximum, mid-Holocene, and present | [1] A unified scheme to assign pollen samples to vegetation types was used to reconstruct vegetation patterns north of 55degreesN at the last glacial maximum (LGM) and mid-Holocene (6000 years B. P.). The pollen data set assembled for this purpose represents a comprehensive compilation based on the work of many projects and research groups. Five tundra types (cushion forb tundra, graminoid and forb tundra, prostrate dwarf-shrub tundra, erect dwarf-shrub tundra, and low- and high-shrub tundra) were distinguished and mapped on the basis of modern pollen surface samples. The tundra-forest boundary and the distributions of boreal and temperate forest types today were realistically reconstructed. During the mid-Holocene the tundra-forest boundary was north of its present position in some regions, but the pattern of this shift was strongly asymmetrical around the pole, with the largest northward shift in central Siberia (similar to200 km), little change in Beringia, and a southward shift in Keewatin and Labrador (similar to200 km). Low- and high-shrub tundra extended farther north than today. At the LGM, forests were absent from high latitudes. Graminoid and forb tundra abutted on temperate steppe in northwestern Eurasia while prostrate dwarf-shrub, erect dwarf-shrub, and graminoid and forb tundra formed a mosaic in Beringia. Graminoid and forb tundra is restricted today and does not form a large continuous biome, but the pollen data show that it was far more extensive at the LGM, while low- and high-shrub tundra were greatly reduced, illustrating the potential for climate change to dramatically alter the relative areas occupied by different vegetation types. | ['anderson', 'andreev', 'bartlein', 'bigelow', 'brubaker', 'christensen', 'cramer', 'edward', 'gajewski', 'harrison', 'holmqvist', 'igarashi', 'kaplan', 'kremenetskii', 'lozhkin', 'matveyeva', 'mcguire', 'murray', 'paus', 'pisaric', 'prentice', 'razzhivin', 'ritchie', 'smith', 'volkova', 'walker', 'wolf'] | ","['anderson', 'andreev', 'bartlein', 'bigelow', 'brubaker', 'christensen', 'cramer', 'edward', 'gajewski', 'harrison', 'holmqvist', 'igarashi', 'kaplan', 'kremenetskii', 'lozhkin', 'matveyeva', 'mcguire', 'murray', 'paus', 'pisaric', 'prentice', 'razzhivin', 'ritchie', 'smith', 'volkova', 'walker', 'wolf']",2
18,"180,000 Years of Climate Change in Europe: Avifaunal Responses and Vegetation Implications | Providing an underutilized source of information for paleoenvironmental reconstructions, birds are rarely used to infer paleoenvironments despite their well-known ecology and extensive Quaternary fossil record. Here, we use the avian fossil record to investigate how Western Palearctic bird assemblages and species ranges have changed across the latter part of the Pleistocene, with focus on the links to climate and the implications for vegetation structure. As a key issue we address the full-glacial presence of trees in Europe north of the Mediterranean region, a widely debated issue with evidence for and against emerging from several research fields and data sources. We compiled and analyzed a database of bird fossil occurrences from archaeological sites throughout the Western Palearctic and spanning the Saalian-Eemian-Weichselian stages, i.e. 190,000-10,000 years BP. In general, cold and dry-adapted species dominated these late Middle Pleistocene and Late Pleistocene fossil assemblages, with clear shifts of northern species southwards during glacials, as well as northwards and westwards shifts of open-vegetation species from the south and east, respectively and downwards shifts of alpine species. A direct link to climate was clear in Northwestern Europe. However, in general, bird assemblages more strongly reflected vegetation changes, underscoring their usefulness for inferring the vegetation structure of past landscapes. Forest-adapted birds were found in continuous high proportions throughout the study period, providing support for the presence of trees north of the Alps, even during full-glacial stages. Furthermore, the results suggest forest-dominated but partially open Eemian landscapes in the Western Palearctic, including the Northwestern European subregion. | ['holm', 'svenning'] | ","['holm', 'svenning']",2
19,"The climate, the fuel and the land use: Long-term regional variability of biomass burning in boreal forests | The influence of different drivers on changes in North American and European boreal forests biomass burning (BB) during the Holocene was investigated based on the following hypotheses: land use was important only in the southernmost regions, while elsewhere climate was the main driver modulated by changes in fuel type. BB was reconstructed by means of 88 sedimentary charcoal records divided into six different site clusters. A statistical approach was used to explore the relative contribution of (a) pollen-based mean July/summer temperature and mean annual precipitation reconstructions, (b) an independent model-based scenario of past land use (LU), and (c) pollen-based reconstructions of plant functional types (PFTs) on BB. Our hypotheses were tested with: (a) a west-east northern boreal sector with changing climatic conditions and a homogeneous vegetation, and (b) a north-south European boreal sector characterized by gradual variation in both climate and vegetation composition. The processes driving BB in boreal forests varied from one region to another during the Holocene. However, general trends in boreal biomass burning were primarily controlled by changes in climate (mean annual precipitation in Alaska, northern Quebec, and northern Fennoscandia, and mean July/summer temperature in central Canada and central Fennoscandia) and, secondarily, by fuel composition (BB positively correlated with the presence of boreal needleleaf evergreen trees in Alaska and in central and southern Fennoscandia). Land use played only a marginal role. A modification towards less flammable tree species (by promoting deciduous stands over fire-prone conifers) could contribute to reduce circumboreal wildfire risk in future warmer periods. | ['blarquez', 'bradshaw', 'carcaillet', 'clear', 'davis', 'kaplan', 'lehsten', 'molinari'] | ","['blarquez', 'bradshaw', 'carcaillet', 'clear', 'davis', 'kaplan', 'lehsten', 'molinari']",2
20,"Holocene climate and landscape evolution East of the Pechora Delta, East-European Russian Arctic | This study presents a multiproxy record of Holocene environmental change in the region East of the Pechora Delta. A peat plateau profile (Ortino II) is analyzed for plant macrofossils, sediment type, loss on ignition, and radiocarbon dating. A paleosol profile (Ortino III) is described and radiocarbon dated. A previously published peat plateau profile (Ortino I) was analyzed for pollen and conifer stomata, loss on ignition, and radiocarbon dating. The interpretation of the latter site is reassessed in view of new evidence. Spruce immigrated to the study area at about 8900 14C yr B.P. Peatland development started at approximately the same time. During the Early Holocene Hypsithermal taiga forests occupied most of the present East-European tundra and peatlands were permafrost free. Cooling started after 5000 14C yr B.P., resulting in a retreat of forests and permafrost aggradation. Remaining forests disappeared from the study area around 3000 14C yr B.P., coinciding with more permafrost aggradation. The retreat of forests resulted in landscape instability and the redistribution of sand by eolian activity. The displacement of the Arctic forest line and permafrost zones indicates a warming of at least 2-3degreeC in mean July and annual temperatures during the Early Holocene. At least two cooling periods can be recognized for the second half of the Holocene, starting at about 4800 and 3000 14C yr B.P. | ['kaakinen', 'kuhry', 'valiranta'] | ","['kaakinen', 'kuhry', 'valiranta']",0
21,"Holocene climatic optimum in Pechora delta | On the base of palinological and radiocarbon data the development of vegetation during a period of Holocene climate optimum from 5800 till 5500 years ago in near-delta region of Pechora river was reconstructed. Change of vegetation as a result of cooling from fir light forests through swarmed birch wood to yernik grass-bush tundra. © 2007 D. V. Levachenko, E. S. Malyasova. | ['levachenko', 'malyasova'] | ","['levachenko', 'malyasova']",1
22,"Climatic tolerances and zoogeography of the Late Pleistocene beetle fauna of Beringia | The study of fossil beetles has played an important role in the reconstruction of Beringian paleoenvironments. More than 25 fossil localities have yielded Late Pleistocene beetle assemblages, comprising more than 300 species, of which about 147 are predators and scavengers, groups which are suitable for paleoclimatic reconstruction. The author has developed climate envelopes (climatic parameters characterizing the modern localities in which species are found) for these species, in order to perform mutual climatic range paleotemperature studies. This paper describes the thermal requirements of these beetles, and their zoogeographic history since the interval just prior to the last interglacial period. The fossil assemblages include 14 arctic and alpine species, 66 boreo-arctic species, and 68 boreal and temperate species. The greatest percentage of species with restricted thermal requirements occurs in the arctic and alpine group. The majority of boreo-arctic and boreal and temperate species have very broad thermal requirements. Based on modern distribution and the North American fossil record, it appears that some species resided exclusively in Beringia during the Late Pleistocene. These Beringian species comprise 64 % of the arctic and alpine species found in the fossil assemblages, 34 % of the boreo-arctic species, and only 1 % of the boreal and temperate species. | ['elia'] | ",['elia'],0
23,"The holocene closing of the 'ice-free' corridor: A biogeographical perspective | Biogeographical corridors are continuous areas of similar habitat that connect two biogeographical regions and allow the migration of fauna and flora. Examples of Quaternary faunal radiation between the Nearctic and Palearctic biogeographic regions and between Beringia and the Great Plains indicate that the 'ice-free' corridor region of western Canada must have been such a route for grazing animals. Today, boreal forest and extensive peatlands in the ice free corridor region separate the open vegetation of the grasslands and arctic tundra. However, it is likely that open vegetation existed between Beringia and the plains, creating a biogeographic corridor during some Pleistocene glacial stages and during glacial non-glacial transitions such as the Late Glacial-Early Holocene. Between 12,000 and 10,000 BP the corridor supported a herb and shrub dominated vegetation that included Populus trees and probably reflected a climate that was relatively warm in the summer and dry. Vertebrate paleontological evidence indicates that the corridor vegetation supported grazing fauna. The most recent closing of the biogeographic corridor occurred with the development of the present boreal forest, which is dominated by plants unsuitable for grazing. The development of forest was initiated by a rapid northward spread of Picea glauca and P. mariana from the eastern plains and western mountains at 10,000 BP. By 8000 BP the Picea forests in the corridor were as dense as at present. The extensive peatlands that typify much of the corridor today developed by similar to 5000 BP and provide an additional impediment for the movement of some grazing animals. Copyright (C) 1996 INQUA/Elsevier Science Ltd | ['macdonald', 'mcleod'] | ","['macdonald', 'mcleod']",2
24,"Coastal heathlands of Central to Northern Norway | The western coastline of Norway is characterized by long fjords and numerous islands. This holds true particularly for the coastline of Trondelag and Nordland, which constitutes app. 43% of Norway's total coastline. The coastal heathlands of Norway, at the outlets of fjords or on the numerous islands just off the mainland, represents the northern one third of the total European Atlantic heathland belt. Even at the northern brink of their distribution, the ocean currents make for a mild coastal climate, dominated by high precipitation; 200225 days a year exceeding 0.1 mm precipitation, varying slightly depending on local topography. Average temperature for July varies between +10 and +14 degrees C, while for January it varies between +1 and -2 degrees C, hence some of the winter precipitation do fall as snow. Calluna vulgeris is usually the dominant plant species in these heaths. Characteristically, moisture dependent, northern and alpine species tend to blend in with the typical heathland vegetation. Such species are Betula nana, Arctostaphylas alpinus and Loiseleuria procumbens. In particular, Empetrum nigrum tends to constitute more of the heath as we move northwards. These landscapes have been an important resource for the maintenance of livestock, both in terms of grazing and harvesting grounds. Here, palaeoecologists and archeologists have found traces of early settlements and cultural influences in the landscape, dating back to the Stone Age. These traces show anthropogenic heathlands in the coastal regions of Central to Northern Norway; Trondelag and Nordland, as part of the prehistoric cultural landscape formed 3-4000 years ago. | ['maren', 'nilsen'] | ","['maren', 'nilsen']",2
25,The coming peak of the ten-year cycle in Canada |  | ['rowan'] | ,['rowan'],3
26,"Comparison of latitudinal elements of Carex-Hylocomium moss tundra coenofloras of Yamal and Taymyr | The results of comparison of watershed communities of tundra subzones of Yamal Peninsula analogous to those of Taymyr Peninsula are given. The coenofloras of Carex-Hylocomium moss tundras were considered as watershed communities. The comparison was made on the similarity of the indices of activity, and species abundance of latitudinal elements of these coenofloras. It has shown that the existing schemes of latitudinal subzonality of the Arctic vegetation reflect only the latitudinal subzonality of Western Siberian sector and do not reveal that of Central Siberian sector. During the Subatlantic phase of Holocene (1.5-2 thousand years) on Yamal, reorganization of structure of coenoflora geographical elements on parameters of activity and species richness was not yet finished. On Taymyr it was already finished as a result of its greater duration (about 4.7 thousand years). | ['telyatnikov'] | ",['telyatnikov'],1
27,"A comparison of taiga flora in north-eastern Russia and Alaska/Yukon | Aim To understand the similarities and differences between the taiga floras of far north-eastern Asia and north-western North America in the light of their Tertiary and Quaternary histories. Does the taiga flora follow the tundra pattern (Asian-American commonality of species as a result of continuity through the Quaternary), the temperate forest pattern (distinct species because of late Tertiary disjunction), a combination of these two patterns, or some pattern unique to the taiga? Location The taiga regions of interior Alaska and the Yukon in North America (the 'Alaskan taiga'), and the Kolyma and eastern Indigirka River basins in Russia (the 'Kolyma taiga'). The study areas include both forested and unforested habitats below elevational treeline. The two regions have similar climate and topography and were linked via the Bering Land Bridge in the Tertiary and for several extended periods during Quaternary cold periods. Methods Systematic comparison of the vascular floras of the two regions from published sources; and review of palaeoecological literature for the region. Results Of the 796 species found in the study areas, 27% occur only in the Alaskan taiga, 35% occur only in the Kolyma taiga, and 38% occur in both the regions. The following subsets of species show a high proportion of species in common between the study areas (subsets are not mutually exclusive): plants that occur on the tundra and the taiga, non-flowering plants, abundant taiga understory plants, and wetland and aquatic plants. A lower proportion of shared plants was noted for warm, south-facing steppe communities. No tree species are common to both areas. Main conclusions The Bering Strait region in the Quaternary has acted as a biogeographical filter for taiga plants. Significant divergence between northeast Asia and northwest North America has developed among the more southerly ranging fraction of the flora (e.g. trees), while the more cosmopolitan and the most cold-adapted elements of the taiga flora are common to both areas. Many plants in the former group have been disjunct between Asia and North America for millions of years, while many plants in the latter group have probably maintained continuity between the study areas via the Bering Land Bridge through much of the late Tertiary and Quaternary periods. Repeated extirpation of the less cold-adapted species from both study areas during Pleistocene cold periods has probably enhanced floristic differences between the two regions. | ['swanson'] | ",['swanson'],2
28,"Complex paleoecological research of buried soils and reconstruction of the bronze age climate in the east european plain and adjacent area C3 - International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM | Climate reconstruction in the Holocene for the Russian Central Chernozemic region with use of palynological and soil research of deep cores in floodplain deposits and archaeological monuments are carried out. In the Preboreal period area was covered by meadow and grass steppes, pine and birch forests were locally spread. In the Boreal period they were dominated, broadleaved species were noted in small content at its beginning, in its middle span oak and hazel appeared, in the final phase ash and maple added. In the Atlantic period further warmth and humidity increase promoted to broadleaved forests domination, gradually their structure became multi-tiered, in Latter Atlantic oak groves with beech and hornbeam grown. In the Suboreal period forests area reduced and the herb-grass communities expanded. The increasing humidity and temperature in the Middle Subatlantic promoted to development of single-tiered oak forests with linden and elm, and spruce border migration to the south. In the Late Sub-Atlantic, the climate and population activities led to oak forests reduction and steppe vegetation expansion. The most sharp climate changes are timed in border of the Atlantic – Boreal, Boreal-Subatlantic and late Subatlantic early stages, and correspond to the main lines of the environment development in the Holocene. © SGEM2018. | ['fatima', 'tamara', 'tatiana', 'valentina', 'valeriy'] | ","['fatima', 'tamara', 'tatiana', 'valentina', 'valeriy']",2
29,"A study of the composition, characteristics, and origin of modern driftwood on the western coast of Nunavik (Quebec, Canada) | Data concerning driftwood is of value to researchers in fields as diverse as oceanography, geomorphology, and human occupation. Yet studies on the subject in the Canadian Arctic have only recently been carried out, and the present study is the first in Nunavik (northeastern Canada). This paper documents the composition, characteristics, and origin of modern driftwood pieces on the beaches of the eastern coast of Hudson Bay. A total of 1057 samples from Ivujivik, Akulivik, Inukjuak, and Umiujaq were identified as belonging to four coniferous species (Picea sp., Larix sp., Abies sp. likely balsamea, and Thuja sp. likely occidentalis) and four deciduous species (Salix sp., Populus sp., Alnus sp., and Betula sp., likely papyrifera). Spruce largely predominate; white birch, white cedar, and fir are rare. The presence of the latter species proves that some of the wood originated from south-southeast of James Bay. Driftwood found in the southern area (Umiujaq) are more numerous, larger, and less degraded than driftwood in the north (Ivujivik). However, many large coniferous samples were found as far north as Akulivik, indicating that they likely traveled a great distance, unlike the smaller wood specimens (especially deciduous samples). All of the wood that we analyzed died relatively young, with an average age of 63years for conifers and 23years for deciduous. Measurements of ring widths and the cross-dating of samples with existing reference chronologies of living trees along Hudson Bay and James Bay revealed several possible correlations and origins for wood found in same areas. | ['bhiry', 'delwaide', 'marguerie', 'steelandt'] | ","['bhiry', 'delwaide', 'marguerie', 'steelandt']",3
30,"Composition, Phytogeography, and Relict Status of the Vascular Flora of Alvars and Cliff Tops Southwest of Great Slave Lake, Northwest Territories, Canada | Alvars in the vicinity of Enterprise., Northwest Territories, had 87 species of vascular plants. Of these, 14 were frequent or at least locally abundant, including: Juniperus horizontalis, J. communis var. depressa, Geum triflorum var. triflorum, Carex richardsonii, Populus tremuloides, Elymus trachycaulus subsp. trachycaulus, Koeleria macrantha, Saxifraga tricuspidata, Artemesia campestris subsp. borealis, Senecio lugens, Arctostaphylos uva-ursi, and Galium boreale. Of the trees comprising the surrounding forest, only Populus tremuloides and Pinus banksiana were common in the open areas. The cliff tops had fewer species but they also had some species of arctic and high boreal affinity that were absent from the alvars. Associations characterized by Deschampsia caespitosa occurred in lower areas of alvar that collect run-off, whereas higher areas were characterized by a variety of plants including Carex richardsonii, Elymus trachycaulus, and Geum triflorum. Cracks in the limestone pavement in elevated areas were occupied by Pinus banksiana and Juniperus communis. Approximately 12% of the species present were rare and/or restricted, including Avenula hookeri, Carex filifolia, and Dodecatheon pulchellum. Compared to the alvars of the Great Lakes region, the alvars and cliff tops of Northwest Territories had a much higher percentage of species that were also found in the Beringian region of northwestern North America. Higher numbers of boreal, arctic, and cordilleran species also contributed to the distinctive nature of Northwest Territories alvars, based on clustering of similarity coefficients from species presence or absence data. The alvar flora of Northwest Territories is believed to have been established in the region of Great Slave Lake between 10,000 and 8000 years ago, prior to invasion of the boreal forest. At this time, the northwestern Beringian and Cordilleran floras met the retreating tundra and prairie floras from the south in an expanding ice-free corridor. The relief flora of Northwest Territories alvars and cliff tops includes species of the Beringian steppes and tundras such as Plantago canescens, species of the central North American plains such as Geum triflorum, and many species that could have originated from the prairie-like habitats of either region. This unusual relict flora, originating in early postglacial times, is now isolated within the present boreal forest that spread through the region approximately 8000 years ago. | ['catling'] | ",['catling'],1
31,"Conifer stomate analysis as a paleoecological tool: An example from the Hudson Bay Lowlands | The identification of conifer stomata in fossil pollen preparations of peat cores from the Hudson Bay Lowlands is used to determine the local presence of conifers in lieu of macrofossil analyses. The differentiation of eight conifer stomate types (Picea type, Larix laricina, Pinus sp., Abies sp., Tsuga mertensiana, Tsuga heterophylla, Chamaecyparis nootkatensis, and Thuja type) is accomplished with a key, diagrammatic stomate illustrations, photographs, and measurements. Results of fossil conifer-stomate analyses indicate that both Picea and Larix arrived locally in the Albany River area of the Hudson Bay Lowlands about 4800 BP. In the Old Man Bog area, Larix arrived earlier, about 6000 BP, but Picea arrived more than 2000 years later (3700 BP). Fossil stomate and pollen results are compared. | ['hansen'] | ",['hansen'],2
32,"Constraints on post-glacial boreal tree expansion out of far-northern refugia | AimTo use a variety of data sources to infer how northern boreal trees recovered their range upon deglaciation and/or Holocene warming.LocationScandinavia, Alaska/north-west Canada (eastern Beringia).MethodsMapped fossil occurrences for Picea (spruce) were assessed against available palaeoenvironmental and phylogeographic information.ResultsFor Scandinavia, Last Glacial Maximum (LGM) evidence of Picea is confined to one DNA record, but late-glacial and early-Holocene records include scattered macrofossils. Holocene pollen data show a clear east-west increase to high values. A haplotype unique to the Scandinavian Peninsula is recognized. For eastern Beringia pre- and post-LGM macrofossils occur, but the LGM fossil record comprises only scattered low pollen values. Early Holocene pollen values increase markedly c. 11 cal yr bp (north-west Canada) and c. 10kcal yr bp (central Alaska). Also at this time three sites on the Bering Land Bridge indicate the presence of Picea where it is now absent. Several unique regional haplotypes were recorded; while most are rare one is common in some modern populations.Main conclusionsSmall Picea populations probably occurred in pre-Holocene Scandinavia, but pollen patterns argue against immediate expansion with the onset of warmer conditions. Despite relatively weak fossil evidence, refugial populations are also probable in eastern Beringia, particularly given the extent of unglaciated terrain. Post-glacial pollen patterns are more nuanced, suggesting two spatially and temporally distinct expansions, one possibly consistent with a unique central Alaskan haplotype, and subsequent westerly filling-in'. The presence of macrofossils and/or neutral markers does not require that current northern populations are derived primarily from refugial ones, particularly where pollen patterns show delayed directional expansion of large populations though time. Refugial populations initially responded weakly to major post-glacial environmental change; if subject to genetic isolation and strong selection pressure they may have had little potential to do otherwise, instead being largely replaced by in-migrating populations with greater genetic diversity. | ['armbruster', 'edward', 'elia'] | ","['armbruster', 'edward', 'elia']",1
33,"Construction history and timber use of the medieval settlement Nadymskiy Gorodok in the northwestern Siberian forest-tundra | Archaeological investigations in the forest-tundra zone of western Siberia are highly important for understanding the material culture, social structure and ethnic history of the indigenous population. Extraordinary preservation conditions for organic material in the frozen cultural layers favour the preservation of wooden material suitable for dendrochronological studies. During archaeological surveys in 2011 and 2012 in the Nadymskiy Gorodok settlement, located in the forest-tundra zone in Yamaha, northwestern Siberia, 347 samples of construction timbers were taken and analyzed with dendroarchaeological methods. The main species are larch (Larix sibirica (Ledeb.)), spruce (Picea obovata (Ledeb.)) and pine (Pirus sibirica (Du Tour)). Methodical approaches that allow the determination of the source of the wood and correct dating of the time of the constructions are presented. The tree-ring dating of eleven buildings and parts of the palisade highlighting four periods of construction activity during the second half of the 15th century (i.e. at around 1466 AD and 1475 AD) and the first half of the 16th century (at the beginning of the 16th century and after 1530 AD). The results determine that only two wooden structures were built using wood from local forests. In all other cases, the distribution of the dendrochronological dates and timber provenance indicates the use of driftwood from forests further upstream of the Nadym River. Thus, for a precise determination of construction activity in the Nadymskiy Gorodok settlement, a long exposure time of the driftwood needs to be considered and previous presumptions about the settlement history revised. | ['barinov', 'kardash', 'myglan', 'omurova', 'seim'] | ","['barinov', 'kardash', 'myglan', 'omurova', 'seim']",2
34,A contribution to the distributional history of Chaffinch and Brambling in Lapland |  | ['udvardy'] | ,['udvardy'],3
35,"Contribution to the history of the Holocene distribution of Ulmus glabra in north Norway | On the basis of pollen analytical studies, a former wider latitudinal distribution of Ulmus glabra is suggested for North Norway, north of the northernmost known locality of the species in Beiarn, Nordland. Immigration took place around 7500-6500 BP and retreat in the Early-Middle Subboreal. The assessment is based on present-day annual pollen composition of the air for Bodo and several studies of vegetation history from the Salten and Lofoten regions. | ['moe'] | ",['moe'],1
36,A Contribution toward a History of the Arctic Moss Flora |  | ['miller'] | ,['miller'],0
